,Initial index,index in word-specific sheet,mass_rand,Text ID,Journal ,Context before,lemma,token,Context after,Sense,Object,unit,Singular/Plural,Construction ( need to think how I'll phrase this),Notable phrases,Preceded,Followed,Topic,commentary,Tagged context before,Tagged query item,Tagged context after,author,author-abbr,Author Frequency,title,tokens,type,year,URL,Matchbegin corpus position,Matchend corpus position
532,22490,1010,0.9662098640000001,rsta_1887_0013,rsta,"the two masses to be equal . In the following examples , then , we have , and the two",mass,masses,"assume the same shape . The computations will be carried through in detail in two cases , viz. , when",N,F,None,PL,,,CD,VVP,PHYSICS,,"the_DT two_CD masses_NNS to_TO be_VB equal_JJ ._SENT In_IN the_DT following_VVG examples_NNS ,_, then_RB ,_, we_PP have_VHP ,_, and_CC the_DT two_CD",masses_NNS,"assume_VVP the_DT same_JJ shape_NN ._SENT The_DT computations_NNS will_MD be_VB carried_VVN through_RP in_IN detail_NN in_IN two_CD cases_NNS ,_, viz._NP ,_, when_WRB","G. H. Darwin, M. A., LL. D., F. R. S.",G.H.Darwin,200,XIII. On figures of equilibrium of rotating masses of fluid.,14855,article,1887,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=3358,45991275,45991275.0
533,20123,282,0.965331706,108415,transactions ,2 and 3 ) . Those behind the spinal canal diverge on each side into the anterior and posterior grey,mass,masses,", and extend into both the posterior and lateral white columns ; a great number being evidently continuous with both",N,BIO,None,PL,,,JJ,CC,BIOLOGY,,2_CD and_CC 3_CD )_) ._SENT Those_DT behind_IN the_DT spinal_JJ canal_NN diverge_VV on_IN each_DT side_NN into_IN the_DT anterior_JJ and_CC posterior_JJ grey_JJ,masses_NNS,",_, and_CC extend_VV into_IN both_CC the_DT posterior_JJ and_CC lateral_JJ white_JJ columns_NNS ;_: a_DT great_JJ number_NN being_VBG evidently_RB continuous_JJ with_IN both_CC",J. Lockhart Clarke,J.Lockhart,173,Researches into the Structure of the Spinal Chord,7037,fla,1851,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=991,22364216,22364216.0
534,22561,1081,0.96514855,rsta_1887_0013,rsta,"whole exhaustion of energy , . ( viii . ) The expression is found without any assumption that the two",mass,masses,"are bounded by level surfaces , and therefore in equilibrium . But the condition for equilibrium is that the differential",N,F,None,PL,,,CD,VBP,PHYSICS,,"whole_JJ exhaustion_NN of_IN energy_NN ,_, ._SENT (_( viii_NP ._SENT )_) The_DT expression_NN is_VBZ found_VVN without_IN any_DT assumption_NN that_IN the_DT two_CD",masses_NNS,"are_VBP bounded_VVN by_IN level_NN surfaces_VVZ ,_, and_CC therefore_RB in_IN equilibrium_NN ._SENT But_CC the_DT condition_NN for_IN equilibrium_NN is_VBZ that_IN the_DT differential_JJ","G. H. Darwin, M. A., LL. D., F. R. S.",G.H.Darwin,200,XIII. On figures of equilibrium of rotating masses of fluid.,14855,article,1887,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=3429,45999816,45999816.0
535,22611,1101,0.963149238,rspl_1888_0086,rspl,207 no doubt the same in both cases . The rapidity with which the comet cooled demonstrates that only small,mass,masses,could be in question . This took place whilst the comet was no less than 200 million miles from the,M,S,None,PL,,,JJ,MD,ASTRONOMY,,207_CD no_RB doubt_VVP the_DT same_JJ in_IN both_DT cases_NNS ._SENT The_DT rapidity_NN with_IN which_WDT the_DT comet_NN cooled_VVD demonstrates_VVZ that_IN only_RB small_JJ,masses_NNS,could_MD be_VB in_IN question_NN ._SENT This_DT took_VVD place_NN whilst_IN the_DT comet_NN was_VBD no_RB less_JJR than_IN 200_CD million_CD miles_NNS from_IN the_DT,"J. Norman Lockyer, F. R. S.",J.N.Lockyer,189,"Appendix to the Bakerian lecture, session 1887-88.",45457,paper-read,1888,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=3479,46637819,46637819.0
536,20807,484,0.963006457,108811,transactions ,"term "" connective tissue "" alone would remain . Connective tissue and connective-tissue corpuscles are produced from the very same",mass,masses,of germinal matter as those from which nerve-cells and nerve-fibres are developed ; and I think it must be admitted,N,BIO,None,PL,,,JJ,IN,BIOLOGY,,"term_VV ""_`` connective_JJ tissue_NN ""_'' alone_RB would_MD remain_VV ._SENT Connective_JJ tissue_NN and_CC connective-tissue_NN corpuscles_NNS are_VBP produced_VVN from_IN the_DT very_RB same_JJ",masses_NNS,of_IN germinal_JJ matter_NN as_IN those_DT from_IN which_WDT nerve-cells_NNS and_CC nerve-fibres_NNS are_VBP developed_VVN ;_: and_CC I_PP think_VVP it_PP must_MD be_VB admitted_VVN,Lionel S. Beale,L.S.Beale,125,"On the Structure and Formation of the So-Called Apolar, Unipolar, and Bipolar Nerve-Cells of the Frog",19709,fla,1863,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=1675,28355261,28355261.0
537,21380,664,0.9626713170000001,rstl_1873_0004,rstl,forces . 22 . If we were to assume ( as has been done ) that the appearance of the,mass,masses,"of the great continents above the sea-level was a work of elevation at all , it might be a case",N,GEO,None,PL,,,DT,IN,GEOLOGY,,forces_NNS ._SENT 22_CD ._SENT If_IN we_PP were_VBD to_TO assume_VV (_( as_RB has_VHZ been_VBN done_VVN )_) that_IN the_DT appearance_NN of_IN the_DT,masses_NNS,"of_IN the_DT great_JJ continents_NNS above_IN the_DT sea-level_NN was_VBD a_DT work_NN of_IN elevation_NN at_IN all_DT ,_, it_PP might_MD be_VB a_DT case_NN","Robert Mallet, A. M., C. E., M. R. I. A., F. R. S.",R.Mallet,101,III. Volcanic energy: an attempt to develop its true origin and cosmical relations.,41988,article,1873,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2248,34316430,34316430.0
538,21292,645,0.959679937,rspl_1873_0006,rspl,"] On the Action of Heat on Gravitating Masses . II . "" On the Action of Heat on Gravitating",mass,masses,". "" By William Crookes , F.R.S. \amp ; c. Received August 12 , 1873 . ( Abstract . )",N,S,None,PL,,,VG,SENT,ASTRONOMY,,"]_SYM On_IN the_DT Action_NP of_IN Heat_NP on_IN Gravitating_VVG Masses_NNS ._SENT II_NP ._SENT ""_`` On_IN the_DT Action_NP of_IN Heat_NP on_IN Gravitating_VVG",Masses_NNS,"._SENT ""_'' By_IN William_NP Crookes_NP ,_, F.R.S._NP \amp_NNS ;_: c._NN Received_VVN August_NP 12_CD ,_, 1873_CD ._SENT (_( Abstract_JJ ._SENT )_)","William Crookes, F. R. S. \amp;c.",W.Crookes,410,II. On the action of heat on gravitating masses.,2801,abstract,1873,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2160,33946191,33946191.0
539,21705,766,0.9595808159999999,rstl_1876_0001,rstl,"( / ' , / ' ) , whilst at g we have a portion of one of those crescentic",mass,masses,"of peculiar cellular tissue which I have already described as being located at the peripheral extremity ( fig. 34 ,",N,BIO,None,PL,,,JJ,IN,BIOLOGY,,"(_( /_SYM '_POS ,_, /_SYM '_'' )_) ,_, whilst_IN at_IN g_NN we_PP have_VHP a_DT portion_NN of_IN one_CD of_IN those_DT crescentic_JJ",masses_NNS,"of_IN peculiar_JJ cellular_JJ tissue_NN which_WDT I_PP have_VHP already_RB described_VVN as_IN being_VBG located_VVN at_IN the_DT peripheral_JJ extremity_NN (_( fig._NN 34_CD ,_,","W. C. Williamson, F. R. S.",W.C.Williamson,174,"I. On the organization of the fossil plants of the coal-measures. \#x2014;Part VII. Myelopteris, psaronius, and kaloxylon.",15905,article,1876,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2573,36378227,36378227.0
540,23352,1200,0.959407537,rsta_1897_0021,rsta,", Dw that of water , and I ) ; that of cast-iron , the weights in air of unit",mass,masses,"are :\#151 ; 1 \#151 ; Da/ Dw ... . for water , 1 \#151 ; \#166 ; D aJT)i",N,MAT,None,PL,,,NN,VBP,PHYSICS,,",_, Dw_VVZ that_IN of_IN water_NN ,_, and_CC I_PP )_) ;_: that_IN of_IN cast-iron_NN ,_, the_DT weights_NNS in_IN air_NN of_IN unit_NN",masses_NNS,"are_VBP :\#151_JJ ;_: 1_CD \#151_NN ;_: Da/_NP Dw_NP ..._: ._SENT for_IN water_NN ,_, 1_CD \#151_NN ;_: \#166_NN ;_: D_NP aJT)i_NP","W. H. Moorby, M.Sc., late Fellow of Victoria University and 1851 Exhibition Scholar",W.H.Moorby,127,X. Bakerian lecture. - on the mechanical equivalent of heat.,59087,lecture,1897,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=4220,56428945,56428945.0
541,21986,798,0.958547851,rstl_1879_0075,rstl,"both above and below the entrance of the auditory nerve ( vb. , VIII ) . In this cavity otoconial",mass,masses,"are seen ( ot . ) . Opposite the "" meatus internus "" ( VIII ) we see the fenestra",N,BIO,None,PL,,,JJ,VBP,BIOLOGY,,"both_CC above_IN and_CC below_IN the_DT entrance_NN of_IN the_DT auditory_JJ nerve_NN (_( vb._NP ,_, VIII_NP )_) ._SENT In_IN this_DT cavity_NN otoconial_JJ",masses_NNS,"are_VBP seen_VVN (_( ot_NN ._SENT )_) ._SENT Opposite_IN the_DT ""_`` meatus_NN internus_NN ""_'' (_( VIII_NP )_) we_PP see_VVP the_DT fenestra_NN","William Kitchen Parker, F. R. S.",W.K.Parker,457,"XV. The Croonian lecture.\#x2014;On the structure and development of the skull in the lacertilia. - Part I.\#x2014;On the skull of the common lizards (Lacerta agilis, L. viridis, and Zootoca vivipara).",38246,lecture,1879,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2854,39479045,39479045.0
542,21382,666,0.958273714,rstl_1873_0004,rstl,"an almost parallel case , is presented by the phenomena that actually attend the cooling of large spherical or cylindrical",mass,masses,of iron . A moderately sized sphere of cast iron which has been cast in an iron mould so that,N,MAT,None,PL,,,JJ,IN,GEOLOGY,,"an_DT almost_RB parallel_JJ case_NN ,_, is_VBZ presented_VVN by_IN the_DT phenomena_NNS that_WDT actually_RB attend_VVP the_DT cooling_NN of_IN large_JJ spherical_JJ or_CC cylindrical_JJ",masses_NNS,of_IN iron_NN ._SENT A_DT moderately_RB sized_VVD sphere_NN of_IN cast_NN iron_NN which_WDT has_VHZ been_VBN cast_VVN in_IN an_DT iron_NN mould_VVP so_RB that_IN,"Robert Mallet, A. M., C. E., M. R. I. A., F. R. S.",R.Mallet,101,III. Volcanic energy: an attempt to develop its true origin and cosmical relations.,41988,article,1873,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2250,34322645,34322645.0
543,19825,148,0.9576472709999999,108191,transactions ,the effects which NoBILI has so well examined and described* in his papers on the distribution of currents in conducting,mass,masses,". All these effects indicate the direction of the currents or discharges which occur in and through the dielectrics ,",N,MAT,None,PL,,,VVG,SENT,PHYSICS,,the_DT effects_NNS which_WDT NoBILI_NP has_VHZ so_RB well_RB examined_VVN and_CC described*_NN in_IN his_PP$ papers_NNS on_IN the_DT distribution_NN of_IN currents_NNS in_IN conducting_VVG,masses_NNS,"._SENT All_PDT these_DT effects_NNS indicate_VVP the_DT direction_NN of_IN the_DT currents_NNS or_CC discharges_NNS which_WDT occur_VVP in_IN and_CC through_IN the_DT dielectrics_NNS ,_,",Michael Faraday,M.Faraday,346,Experimental Researches in Electricity.--Twelfth Series,24625,fla,1838,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=693,19043321,19043321.0
544,21751,781,0.957597357,rstl_1876_0024,rstl,"a fibrous symphysis , without an "" os Meckelii ; "" the cartilage is almost entirely changed . The auditory",mass,masses,", as seen from above and behind ( figs. 1 \amp ; 3 ) , are , with their intermediate",N,BIO,None,PL,,,JJ,RB,BIOLOGY,,"a_DT fibrous_JJ symphysis_NN ,_, without_IN an_DT ""_`` os_NN Meckelii_NP ;_: ""_`` the_DT cartilage_NN is_VBZ almost_RB entirely_RB changed_VVN ._SENT The_DT auditory_JJ",masses_NNS,",_, as_RB seen_VVN from_IN above_JJ and_CC behind_RB (_( figs._NN 1_CD \amp_NNS ;_: 3_LS )_) ,_, are_VBP ,_, with_IN their_PP$ intermediate_JJ","William Kitchen Parker, F. R. S.",W.K.Parker,457,XXIV. On the structure and development of the skull in the batrachia.\#x2014;Part II.,48124,article,1876,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2619,36720930,36720930.0
545,21135,578,0.9557078290000001,108913,transactions ,"of the same or of different masses proceed inward , and , decussating across the middle line , connect these",mass,masses,"with their fellows of the opposite side ( C C , fig. 25 , Plate X. ) . This decussation",N,BIO,None,PL,,,DT,IN,BIOLOGY,,"of_IN the_DT same_JJ or_CC of_IN different_JJ masses_NNS proceed_VVP inward_RB ,_, and_CC ,_, decussating_VVG across_IN the_DT middle_JJ line_NN ,_, connect_VVP these_DT",masses_NNS,"with_IN their_PP$ fellows_NNS of_IN the_DT opposite_JJ side_NN (_( C_NP C_NP ,_, fig._NN 25_CD ,_, Plate_NP X._NP )_) ._SENT This_DT decussation_NN",J. Lockhart Clarke,J.L.Clarke,173,Researches on the Intimate Structure of the Brain.--Second Series,45350,fla,1868,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2003,31149437,31149437.0
546,22151,871,0.955074981,rstl_1882_0026,rstl,"89 , figs. 45 B , , and 45 C , va ) ; or ( 3 ) as spheroidal",mass,masses,"lying in cavities between the branching processes of the connective-tissue-corpuscles , as in Plate 88 , fig. 30 , and",N,BIO,None,PL,,,JJ,VVG,BIOLOGY,,"89_CD ,_, figs._NP 45_CD B_NP ,_, ,_, and_CC 45_CD C_NP ,_, va_NP )_) ;_: or_CC (_( 3_LS )_) as_IN spheroidal_JJ",masses_NNS,"lying_VVG in_IN cavities_NNS between_IN the_DT branching_VVG processes_NNS of_IN the_DT connective-tissue-corpuscles_NNS ,_, as_RB in_IN Plate_NP 88_CD ,_, fig._NN 30_CD ,_, and_CC","Herbert Watney, M. A., M. D.|E. A. Sch\#xE4;fer, F. R. S.",H.Watney,110,XXV. The minute anatomy of the thymus.,36380,article,1882,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=3019,42001127,42001127.0
547,20809,486,0.954959674,108811,transactions ,"it ; and lastly , when this structure has wasted , we have its remains represented by connective tissue and",mass,masses,"of germinal or living matter , no longer capable of producing special tissue , but only giving rise to the",N,BIO,None,PL,,,CC,IN,BIOLOGY,,"it_PP ;_: and_CC lastly_RB ,_, when_WRB this_DT structure_NN has_VHZ wasted_VVN ,_, we_PP have_VHP its_PP$ remains_NNS represented_VVN by_IN connective_JJ tissue_NN and_CC",masses_NNS,"of_IN germinal_JJ or_CC living_JJ matter_NN ,_, no_DT longer_RBR capable_JJ of_IN producing_VVG special_JJ tissue_NN ,_, but_CC only_RB giving_VVG rise_NN to_TO the_DT",Lionel S. Beale,L.S.Beale,125,"On the Structure and Formation of the So-Called Apolar, Unipolar, and Bipolar Nerve-Cells of the Frog",19709,fla,1863,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=1677,28355858,28355858.0
548,22150,870,0.9547526159999999,rstl_1882_0026,rstl,"masses with somewhat coarse granules ; they are often found lying close together , arranged in bands , or in",mass,masses,"lying over one another in great numbers . They are not readily stained by the ordinary hsematoxylin solutions , or",COL,BIO,None,PL,,,IN,VVG,BIOLOGY,,"masses_NNS with_IN somewhat_RB coarse_JJ granules_NNS ;_: they_PP are_VBP often_RB found_VVN lying_VVG close_RB together_RB ,_, arranged_VVN in_IN bands_NNS ,_, or_CC in_IN",masses_NNS,"lying_VVG over_IN one_CD another_DT in_IN great_JJ numbers_NNS ._SENT They_PP are_VBP not_RB readily_RB stained_VVN by_IN the_DT ordinary_JJ hsematoxylin_NN solutions_NNS ,_, or_CC","Herbert Watney, M. A., M. D.|E. A. Sch\#xE4;fer, F. R. S.",H.Watney,110,XXV. The minute anatomy of the thymus.,36380,article,1882,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=3018,42000850,42000850.0
549,21711,772,0.9538571790000001,rstl_1876_0001,rstl,"definite medullary rays ( f , f ) separating its radiating vascular laminae . Enlarged 40 diameters . The pseudo-cambial",mass,masses,"are seen at , g. Enlarged 30 diameters . Plate 7 . fig. 34 . A third transverse section of",N,BIO,None,PL,,,JJ,VBP,BIOLOGY,,"definite_JJ medullary_JJ rays_NNS (_( f_SYM ,_, f_LS )_) separating_VVG its_PP$ radiating_VVG vascular_JJ laminae_NNS ._SENT Enlarged_VVN 40_CD diameters_NNS ._SENT The_DT pseudo-cambial_JJ",masses_NNS,"are_VBP seen_VVN at_IN ,_, g._JJ Enlarged_JJ 30_CD diameters_NNS ._SENT Plate_NN 7_CD ._SENT fig._NN 34_CD ._SENT A_DT third_JJ transverse_JJ section_NN of_IN","W. C. Williamson, F. R. S.",W.C.Williamson,174,"I. On the organization of the fossil plants of the coal-measures. \#x2014;Part VII. Myelopteris, psaronius, and kaloxylon.",15905,article,1876,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2579,36383175,36383175.0
550,21391,675,0.953763885,rstl_1873_0006,rstl,. This line and 4726*0 are represented as one line . \gt ; : All these lines appear in close,mass,masses,", and it has not been possible to represent them on the scale of the map . 0 There are",COL,EQ,None,PL,,,JJ,CC,ASTRONOMY,,._SENT This_DT line_NN and_CC 4726*0_JJ are_VBP represented_VVN as_IN one_CD line_NN ._SENT \gt_NN ;_: :_: All_PDT these_DT lines_NNS appear_VVP in_IN close_JJ,masses_NNS,",_, and_CC it_PP has_VHZ not_RB been_VBN possible_JJ to_TO represent_VV them_PP on_IN the_DT scale_NN of_IN the_DT map_NN ._SENT 0_CD There_EX are_VBP","J. Norman Lockyer, F. R. S.",J.N.Lockyer,189,V. Researches in spectrum-analysis in connexion with the spectrum of the sun.,11142,article,1873,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2259,34368019,34368019.0
551,23886,1280,0.9534229209999999,rsta_1906_0018,rsta,ofliquid . I return to this subject below in S 13 . The solution of the problem when the two,mass,masses,are constrainedly spheres is so curious that it seems worth while to consider its stability . This may ffi done,N,F,None,PL,,,CD,VBP,ASTRONOMY,,ofliquid_NN ._SENT I_PP return_VVP to_TO this_DT subject_NN below_IN in_IN S_NP 13_CD ._SENT The_DT solution_NN of_IN the_DT problem_NN when_WRB the_DT two_CD,masses_NNS,are_VBP constrainedly_RB spheres_NNS is_VBZ so_RB curious_JJ that_IN it_PP seems_VVZ worth_JJ while_NN to_TO consider_VV its_PP$ stability_NN ._SENT This_DT may_MD ffi_NNS done_VVN,G. H. Darwin K. C. B. F. R. S.,G.H.Darwin,144,IV. On the figure and stability of a liquid satellite.,24444,preface,1906,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=4754,65254621,65254621.0
552,24909,1473,0.9530031040000001,rsta_1919_0003,rsta,are not a great number oi less bright binaries of mass . It rather appears as if the few -determined,mass,masses,of binaries are not likely to give a good sample of the masses of all stars . It is perhaps,M,S,None,PL,,,JJ,IN,ASTRONOMY,,are_VBP not_RB a_DT great_JJ number_NN oi_NN less_CC bright_JJ binaries_NNS of_IN mass_NN ._SENT It_PP rather_RB appears_VVZ as_RB if_IN the_DT few_JJ -determined_JJ,masses_NNS,of_IN binaries_NNS are_VBP not_RB likely_JJ to_TO give_VV a_DT good_JJ sample_NN of_IN the_DT masses_NNS of_IN all_DT stars_NNS ._SENT It_PP is_VBZ perhaps_RB,"J. H. Jeans, M. A., F. R. S.",J.H.Jeans,326,"III. Bakerian lecture, 1917. \#x2014; The configurations of rotating compressible masses.",16307,article,1919,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=5777,77577049,77577049.0
553,20345,361,0.952201167,108580,transactions ,negative value and Na sensible positive value : and the correction for all stations would be effected by magnets and,mass,masses,of iron as has been described for the Maeander . But it would probably be better to rely solely on,N,MAT,None,PL,,,CC,IN,ENGINEERING,,negative_JJ value_NN and_CC Na_NP sensible_JJ positive_JJ value_NN :_: and_CC the_DT correction_NN for_IN all_DT stations_NNS would_MD be_VB effected_VVN by_IN magnets_NNS and_CC,masses_NNS,of_IN iron_NN as_RB has_VHZ been_VBN described_VVN for_IN the_DT Maeander_NP ._SENT But_CC it_PP would_MD probably_RB be_VB better_JJR to_TO rely_VV solely_RB on_IN,G. B. Airy,G.B.Airy,114,"Discussion of the Observed Deviations of the Compass in Several Ships, Wood-Built and Iron-Built: With a General Table for Facilitating the Examination of Compass-Deviations",10810,fla,1856,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=1213,23916306,23916306.0
554,22512,1032,0.951887473,rsta_1887_0013,rsta,", . ( 81 ) In order , then , to test whether equilibrium is still possible when the two",mass,masses,"are just in contact , it is necessary to determine from ( 81 ) ; and then , substituting in",N,F,None,PL,,,CD,VBP,PHYSICS,,",_, ._SENT (_( 81_CD )_) In_IN order_NN ,_, then_RB ,_, to_TO test_VV whether_IN equilibrium_NN is_VBZ still_RB possible_JJ when_WRB the_DT two_CD",masses_NNS,"are_VBP just_RB in_IN contact_NN ,_, it_PP is_VBZ necessary_JJ to_TO determine_VV from_IN (_( 81_CD )_) ;_: and_CC then_RB ,_, substituting_VVG in_IN","G. H. Darwin, M. A., LL. D., F. R. S.",G.H.Darwin,200,XIII. On figures of equilibrium of rotating masses of fluid.,14855,article,1887,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=3380,45994438,45994438.0
555,22521,1041,0.9515795490000001,rsta_1887_0013,rsta,"is 1 : , and in the second 1 : From this it appears that when the ratio of the",mass,masses,is about 1 to 38 equilibrium still just possible when the two masses touch . It must be borne in,M,F,None,PL,,,DT,VBZ,PHYSICS,,"is_VBZ 1_CD :_: ,_, and_CC in_IN the_DT second_JJ 1_CD :_: From_IN this_DT it_PP appears_VVZ that_IN when_WRB the_DT ratio_NN of_IN the_DT",masses_NNS,is_VBZ about_RB 1_CD to_TO 38_CD equilibrium_NN still_RB just_RB possible_JJ when_WRB the_DT two_CD masses_NNS touch_RB ._SENT It_PP must_MD be_VB borne_VVN in_IN,"G. H. Darwin, M. A., LL. D., F. R. S.",G.H.Darwin,200,XIII. On figures of equilibrium of rotating masses of fluid.,14855,article,1887,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=3389,45994911,45994911.0
556,21521,721,0.9503074359999999,rstl_1874_0010,rstl,detonation is transmitted THE HISTORY O EXPLOSIVE AGENTS . from mass to mass of dry compressed gun-cotton ( the individual,mass,masses,being in actual contact with each other ) is between seventeen and twenty thousand feet ( 5168 m. and 6080,N,MAT,None,PL,,,JJ,VBG,CHEMISTRY,,detonation_NN is_VBZ transmitted_VVN THE_DT HISTORY_NN O_NN EXPLOSIVE_JJ AGENTS_NNS ._SENT from_IN mass_NN to_TO mass_NN of_IN dry_JJ compressed_VVN gun-cotton_NN (_( the_DT individual_JJ,masses_NNS,being_VBG in_IN actual_JJ contact_NN with_IN each_DT other_JJ )_) is_VBZ between_IN seventeen_CD and_CC twenty_CD thousand_CD feet_NNS (_( 5168_CD m._NN and_CC 6080_CD,"F. A. Abel, F. R. S.",F.A.Abel,172,X. Contributions to the history of explosive agents. \#x2014;Second memoir.,35844,article,1874,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2389,35110779,35110779.0
557,23911,1305,0.9501509020000001,rsta_1906_0018,rsta,"shown that if a certain function written , for a given solution of the figures of equilibrium of two detached",mass,masses,"of liquid , is positive , the two masses are too far apart to admit of equilibrium when joined by",M,F,None,PL,,MASSES OF LIQUID ,VVN,IN,ASTRONOMY,,"shown_VVN that_IN if_IN a_DT certain_JJ function_NN written_VVN ,_, for_IN a_DT given_VVN solution_NN of_IN the_DT figures_NNS of_IN equilibrium_NN of_IN two_CD detached_VVN",masses_NNS,"of_IN liquid_NN ,_, is_VBZ positive_JJ ,_, the_DT two_CD masses_NNS are_VBP too_RB far_RB apart_RB to_TO admit_VV of_IN equilibrium_NN when_WRB joined_VVN by_IN",G. H. Darwin K. C. B. F. R. S.,G.H.Darwin,144,IV. On the figure and stability of a liquid satellite.,24444,preface,1906,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=4779,65269412,65269412.0
558,21505,705,0.9496995229999999,rstl_1874_0010,rstl,"consisting of ordinary gun-cotton and of the mixtures above described , never developed detonation by their explosion ; the compressed",mass,masses,"were scattered ; in the case of the simple gun-cotton ignition sometimes occurred , and always when the potassium-chlorate mixtures",N,MAT,None,PL,,,VVN,VBG,CHEMISTRY,,"consisting_VVG of_IN ordinary_JJ gun-cotton_NN and_CC of_IN the_DT mixtures_NNS above_IN described_VVN ,_, never_RB developed_VVN detonation_NN by_IN their_PP$ explosion_NN ;_: the_DT compressed_VVN",masses_NNS,"were_VBD scattered_VVN ;_: in_IN the_DT case_NN of_IN the_DT simple_JJ gun-cotton_NN ignition_NN sometimes_RB occurred_VVD ,_, and_CC always_RB when_WRB the_DT potassium-chlorate_NN mixtures_NNS","F. A. Abel, F. R. S.",F.A.Abel,172,X. Contributions to the history of explosive agents. \#x2014;Second memoir.,35844,article,1874,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=2373,35100044,35100044.0
559,19517,56,0.9493326190000001,107225,transactions ,", or from contiguous ones which secrete pus . 4 . That on some occasions the clotty and irregularly figured",mass,masses,found in the pus may depend upon disorganization or breach of the contiguous solid parts . 5 . That whenever,N,BIO,None,PL,,,VVD,VVN,BIOLOGY,,",_, or_CC from_IN contiguous_JJ ones_NNS which_WDT secrete_VVP pus_NN ._SENT 4_LS ._SENT That_DT on_IN some_DT occasions_NNS the_DT clotty_NN and_CC irregularly_RB figured_VVD",masses_NNS,found_VVN in_IN the_DT pus_NN may_MD depend_VV upon_IN disorganization_NN or_CC breach_NN of_IN the_DT contiguous_JJ solid_JJ parts_NNS ._SENT 5_LS ._SENT That_IN whenever_WRB,George Pearson,G.Pearson,143,Observations and Experiments on Pus,7822,fla,1810,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfemwnkhi&batch=385,14054117,14054117.0
